CloudletID,STATUS,DatacenterID,VMID,Time,Start Time,Finish Time
9,SUCCESS,2,2,0.29,0.5,0.79
1,SUCCESS,5,8,0.29,0.5,0.79
2,SUCCESS,3,3,0.57,0.5,1.07
34,SUCCESS,3,4,0.57,0.5,1.07
6,SUCCESS,2,1,0.8,0.5,1.3
37,SUCCESS,3,4,0.29,1.07,1.36
3,SUCCESS,4,5,4.29,0.5,4.79
7,SUCCESS,5,7,4.29,0.5,4.79
19,SUCCESS,6,9,4.29,0.5,4.79
15,SUCCESS,2,2,4.29,0.79,5.07
5,SUCCESS,4,5,0.29,4.79,5.07
29,SUCCESS,6,9,0.29,4.79,5.07
25,SUCCESS,2,2,0.29,5.07,5.36
18,SUCCESS,5,7,0.57,4.79,5.36
10,SUCCESS,4,5,0.57,5.07,5.64
14,SUCCESS,4,5,0.57,5.64,6.21
0,SUCCESS,4,6,5.71,0.5,6.21
4,SUCCESS,5,8,5.71,0.79,6.5
22,SUCCESS,4,6,0.57,6.21,6.79
12,SUCCESS,3,3,5.71,1.07,6.79
40,SUCCESS,3,4,5.71,1.36,7.07
83,SUCCESS,2,1,6,1.3,7.3
38,SUCCESS,4,6,0.57,6.79,7.36
50,SUCCESS,3,4,0.57,7.07,7.64
58,SUCCESS,3,4,0.57,7.64,8.21
39,SUCCESS,6,9,4.29,5.07,9.36
41,SUCCESS,6,9,0.29,9.36,9.64
32,SUCCESS,2,2,5.71,5.36,11.07
20,SUCCESS,5,7,5.71,5.36,11.07
31,SUCCESS,3,3,4.29,6.79,11.07
54,SUCCESS,2,2,0.57,11.07,11.64
16,SUCCESS,4,5,5.71,6.21,11.93
17,SUCCESS,4,5,0.29,11.93,12.21
8,SUCCESS,5,8,5.71,6.5,12.21
47,SUCCESS,2,0,12,0.5,12.5
26,SUCCESS,4,5,0.57,12.21,12.79
44,SUCCESS,4,6,5.71,7.36,13.07
46,SUCCESS,4,6,0.57,13.07,13.64
49,SUCCESS,4,6,0.29,13.64,13.93
