CloudletID,STATUS,DatacenterID,VMID,Time,Start Time,Finish Time
25,SUCCESS,2,1,0.4,0.2,0.6
2,SUCCESS,3,4,0.57,0.2,0.77
6,SUCCESS,3,4,0.57,0.77,1.34
26,SUCCESS,2,1,0.8,0.6,1.4
54,SUCCESS,2,1,0.8,1.4,2.2
3,SUCCESS,2,2,4.29,0.2,4.49
7,SUCCESS,3,4,4.29,1.34,5.63
0,SUCCESS,3,3,5.71,0.2,5.91
1,SUCCESS,3,3,0.29,5.91,6.2
9,SUCCESS,3,3,0.29,6.2,6.49
10,SUCCESS,3,3,0.57,6.49,7.06
68,SUCCESS,2,1,8,2.2,10.2
4,SUCCESS,2,2,5.71,4.49,10.2
5,SUCCESS,2,2,0.29,10.2,10.49
8,SUCCESS,3,4,5.71,5.63,11.34
16,SUCCESS,3,3,5.71,7.06,12.77
11,SUCCESS,3,4,4.29,11.34,15.63
13,SUCCESS,3,4,0.29,15.63,15.91
79,SUCCESS,2,1,6,10.2,16.2
12,SUCCESS,2,2,5.71,10.49,16.2
14,SUCCESS,3,4,0.57,15.91,16.49
17,SUCCESS,3,4,0.29,16.49,16.77
19,SUCCESS,3,3,4.29,12.77,17.06
15,SUCCESS,2,2,4.29,16.2,20.49
18,SUCCESS,2,2,0.57,20.49,21.06
21,SUCCESS,2,2,0.29,21.06,21.34
27,SUCCESS,3,3,4.29,17.06,21.34
30,SUCCESS,3,3,0.57,21.34,21.91
37,SUCCESS,3,3,0.29,21.91,22.2
41,SUCCESS,3,3,0.29,22.2,22.49
20,SUCCESS,3,4,5.71,16.77,22.49
49,SUCCESS,3,3,0.29,22.49,22.77
22,SUCCESS,3,4,0.57,22.49,23.06
50,SUCCESS,3,3,0.57,22.77,23.34
92,SUCCESS,2,1,8,16.2,24.2
28,SUCCESS,2,2,5.71,21.34,27.06
23,SUCCESS,3,4,4.29,23.06,27.34
52,SUCCESS,3,3,5.71,23.34,29.06
58,SUCCESS,3,3,0.57,29.06,29.63
95,SUCCESS,2,1,6,24.2,30.2
106,SUCCESS,2,1,0.8,30.2,31
31,SUCCESS,2,2,4.28,27.06,31.34
33,SUCCESS,2,2,0.29,31.34,31.63
24,SUCCESS,3,4,5.71,27.34,33.06
29,SUCCESS,3,4,0.29,33.06,33.34
67,SUCCESS,3,3,4.29,29.63,33.91
73,SUCCESS,3,3,0.29,33.91,34.2
74,SUCCESS,3,3,0.57,34.2,34.77
36,SUCCESS,2,2,5.71,31.63,37.34
132,SUCCESS,2,1,8,31,39
32,SUCCESS,3,4,5.71,33.34,39.06
149,SUCCESS,2,1,0.4,39,39.4
34,SUCCESS,3,4,0.57,39.06,39.63
153,SUCCESS,2,1,0.4,39.4,39.8
76,SUCCESS,3,3,5.71,34.77,40.49
78,SUCCESS,3,3,0.57,40.49,41.06
39,SUCCESS,2,2,4.28,37.34,41.62
86,SUCCESS,3,3,0.57,41.06,41.63
35,SUCCESS,3,4,4.29,39.63,43.91
38,SUCCESS,3,4,0.57,43.91,44.49
42,SUCCESS,3,4,0.57,44.49,45.06
175,SUCCESS,2,1,6,39.8,45.79
178,SUCCESS,2,1,0.8,45.79,46.59
185,SUCCESS,2,1,0.4,46.59,46.99
40,SUCCESS,2,2,5.71,41.62,47.34
100,SUCCESS,3,3,5.71,41.63,47.34
189,SUCCESS,2,1,0.45,46.99,47.45
222,SUCCESS,2,1,0.8,47.45,48.25
229,SUCCESS,2,1,0.4,48.25,48.65
43,SUCCESS,3,4,4.29,45.06,49.34
238,SUCCESS,2,1,0.8,48.65,49.45
45,SUCCESS,3,4,0.29,49.34,49.63
245,SUCCESS,2,1,0.4,49.45,49.85
46,SUCCESS,3,4,0.57,49.63,50.2
103,SUCCESS,3,3,4.29,47.34,51.63
44,SUCCESS,2,2,5.71,47.34,53.05
51,SUCCESS,3,4,4.29,50.2,54.49
53,SUCCESS,3,4,0.29,54.49,54.77
47,SUCCESS,2,2,4.29,53.05,57.34
108,SUCCESS,3,3,5.71,51.63,57.34
248,SUCCESS,2,1,8,49.85,57.85
