CloudletID,STATUS,DatacenterID,VMID,Time,Start Time,Finish Time
6,SUCCESS,2,1,6.78,0.2,6.98
5,SUCCESS,2,2,6.78,0.2,6.98
2,SUCCESS,3,3,10.89,0.2,11.09
1,SUCCESS,3,4,13.18,0.2,13.38
3,SUCCESS,3,4,1.01,13.38,14.4
4,SUCCESS,3,4,0.11,14.4,14.51
10,SUCCESS,3,3,15.39,11.09,26.47
13,SUCCESS,3,3,0.11,26.47,26.58
14,SUCCESS,3,3,0.11,26.58,26.69
17,SUCCESS,3,3,0.11,26.69,26.8
31,SUCCESS,3,3,0.11,26.8,26.91
8,SUCCESS,2,2,66.78,6.98,73.76
15,SUCCESS,2,2,0.11,73.76,73.87
20,SUCCESS,2,2,0.11,73.87,73.98
26,SUCCESS,2,2,5.35,73.98,79.33
28,SUCCESS,2,2,0.11,79.33,79.44
35,SUCCESS,2,2,0.11,79.44,79.55
36,SUCCESS,2,2,0.11,79.55,79.66
40,SUCCESS,2,2,0.11,79.66,79.77
42,SUCCESS,2,2,0.11,79.77,79.88
43,SUCCESS,2,2,0.11,79.88,79.99
44,SUCCESS,2,2,0.11,79.99,80.1
45,SUCCESS,2,2,0.11,80.1,80.21
49,SUCCESS,2,2,0.11,80.21,80.32
55,SUCCESS,2,2,0.11,80.32,80.43
7,SUCCESS,3,4,69.2,14.51,83.7
18,SUCCESS,3,4,0.11,83.7,83.81
19,SUCCESS,3,4,0.12,83.81,83.93
52,SUCCESS,3,3,58.86,26.91,85.77
56,SUCCESS,3,3,0.26,85.77,86.03
59,SUCCESS,3,3,0.15,86.03,86.19
60,SUCCESS,3,3,0.14,86.19,86.33
67,SUCCESS,3,3,0.16,86.33,86.49
68,SUCCESS,3,3,0.15,86.49,86.64
81,SUCCESS,3,3,0.12,86.64,86.76
84,SUCCESS,3,3,0.12,86.76,86.88
85,SUCCESS,3,3,0.11,86.88,86.99
88,SUCCESS,3,3,0.12,86.99,87.11
90,SUCCESS,3,3,0.12,87.11,87.23
92,SUCCESS,3,3,0.12,87.23,87.35
96,SUCCESS,3,3,0.13,87.35,87.48
99,SUCCESS,3,3,0.12,87.48,87.6
100,SUCCESS,3,3,0.12,87.6,87.72
57,SUCCESS,2,2,10.76,80.43,91.18
61,SUCCESS,2,2,0.14,91.18,91.33
62,SUCCESS,2,2,0.15,91.33,91.48
63,SUCCESS,2,2,0.16,91.48,91.64
70,SUCCESS,2,2,0.12,91.64,91.75
71,SUCCESS,2,2,0.12,91.75,91.88
72,SUCCESS,2,2,0.11,91.88,91.99
76,SUCCESS,2,2,0.11,91.99,92.1
77,SUCCESS,2,2,0.13,92.1,92.23
79,SUCCESS,2,2,0.13,92.23,92.36
82,SUCCESS,2,2,0.12,92.36,92.48
86,SUCCESS,2,2,0.12,92.48,92.6
87,SUCCESS,2,2,0.13,92.6,92.73
91,SUCCESS,2,2,0.13,92.73,92.86
94,SUCCESS,2,2,0.11,92.86,92.97
97,SUCCESS,2,2,0.12,92.97,93.09
101,SUCCESS,2,2,0.12,93.09,93.21
103,SUCCESS,2,2,0.11,93.21,93.32
106,SUCCESS,2,2,0.11,93.32,93.43
110,SUCCESS,2,2,0.11,93.43,93.55
115,SUCCESS,2,2,0.12,93.55,93.67
119,SUCCESS,2,2,0.12,93.67,93.79
125,SUCCESS,2,2,0.12,93.79,93.91
129,SUCCESS,2,2,0.12,93.91,94.03
