CloudletID,STATUS,DatacenterID,VMID,Time,Start Time,Finish Time
6,SUCCESS,2,1,0.8,0.2,1
2,SUCCESS,2,0,1.6,0.2,1.8
3,SUCCESS,3,4,4.29,0.2,4.49
4,SUCCESS,2,2,5.71,0.2,5.91
0,SUCCESS,3,3,5.71,0.2,5.91
9,SUCCESS,2,2,0.29,5.91,6.2
1,SUCCESS,3,3,0.29,5.91,6.2
5,SUCCESS,3,3,0.29,6.2,6.49
10,SUCCESS,2,2,0.57,6.2,6.77
19,SUCCESS,2,1,6,1,7
8,SUCCESS,3,4,5.71,4.49,10.2
7,SUCCESS,3,3,4.29,6.49,10.77
15,SUCCESS,2,2,4.29,6.77,11.06
11,SUCCESS,3,4,4.29,10.2,14.49
13,SUCCESS,3,4,0.29,14.49,14.77
24,SUCCESS,2,1,8,7,15
14,SUCCESS,3,4,0.57,14.77,15.34
21,SUCCESS,3,4,0.29,15.34,15.63
33,SUCCESS,3,4,0.29,15.63,15.91
12,SUCCESS,3,3,5.71,10.77,16.49
34,SUCCESS,3,4,0.57,15.91,16.49
20,SUCCESS,2,2,5.71,11.06,16.77
17,SUCCESS,3,3,0.29,16.49,16.77
25,SUCCESS,3,3,0.29,16.77,17.06
22,SUCCESS,2,2,0.57,16.77,17.34
26,SUCCESS,3,3,0.57,17.06,17.63
16,SUCCESS,2,0,16,1.8,17.8
29,SUCCESS,3,3,0.29,17.63,17.91
18,SUCCESS,2,0,1.6,17.8,19.4
35,SUCCESS,3,4,4.29,16.49,20.77
54,SUCCESS,2,0,1.6,19.4,21
46,SUCCESS,3,4,0.57,20.77,21.34
23,SUCCESS,2,2,4.28,17.34,21.63
73,SUCCESS,2,0,0.8,21,21.79
31,SUCCESS,3,3,4.29,17.91,22.2
28,SUCCESS,2,1,8,15,23
110,SUCCESS,2,0,1.6,21.79,23.39
30,SUCCESS,2,1,0.8,23,23.8
129,SUCCESS,2,0,0.8,23.39,24.19
49,SUCCESS,2,1,0.51,23.8,24.3
57,SUCCESS,2,1,0.4,24.3,24.7
58,SUCCESS,2,1,0.8,24.7,25.5
47,SUCCESS,3,4,4.29,21.34,25.63
166,SUCCESS,2,0,1.6,24.19,25.79
27,SUCCESS,2,2,4.28,21.63,25.91
62,SUCCESS,2,1,0.8,25.5,26.3
38,SUCCESS,2,2,0.57,25.91,26.48
41,SUCCESS,2,2,0.29,26.48,26.77
42,SUCCESS,2,2,0.57,26.77,27.34
226,SUCCESS,2,0,1.66,25.79,27.45
50,SUCCESS,2,2,0.57,27.34,27.91
32,SUCCESS,3,3,5.71,22.2,27.91
245,SUCCESS,2,0,0.8,27.45,28.25
48,SUCCESS,3,4,5.71,25.63,31.34
51,SUCCESS,2,2,4.28,27.91,32.19
36,SUCCESS,3,3,5.71,27.91,33.63
37,SUCCESS,3,3,0.29,33.63,33.91
68,SUCCESS,2,1,8,26.3,34.3
89,SUCCESS,2,1,0.4,34.3,34.7
94,SUCCESS,2,1,0.8,34.7,35.5
56,SUCCESS,3,4,5.71,31.34,37.06
60,SUCCESS,2,2,5.71,32.19,37.91
39,SUCCESS,3,3,4.29,33.91,38.2
59,SUCCESS,3,4,4.29,37.06,41.34
111,SUCCESS,2,1,6,35.5,41.5
61,SUCCESS,3,4,0.29,41.34,41.63
67,SUCCESS,2,2,4.29,37.91,42.19
130,SUCCESS,2,1,0.8,41.5,42.3
70,SUCCESS,2,2,0.57,42.19,42.76
134,SUCCESS,2,1,0.8,42.3,43.1
170,SUCCESS,2,1,0.8,43.1,43.9
40,SUCCESS,3,3,5.71,38.2,43.91
252,SUCCESS,2,0,16,28.25,44.24
63,SUCCESS,3,4,4.29,41.63,45.91
71,SUCCESS,2,2,4.29,42.76,47.05
43,SUCCESS,3,3,4.29,43.91,48.2
64,SUCCESS,3,4,5.71,45.91,51.63
176,SUCCESS,2,1,8,43.9,51.9
65,SUCCESS,3,4,0.29,51.63,51.91
66,SUCCESS,3,4,0.57,51.91,52.49
178,SUCCESS,2,1,0.8,51.9,52.7
69,SUCCESS,3,4,0.29,52.49,52.77
76,SUCCESS,2,2,5.76,47.05,52.81
82,SUCCESS,2,2,0.57,52.81,53.38
182,SUCCESS,2,1,0.8,52.7,53.5
85,SUCCESS,2,2,0.29,53.38,53.67
44,SUCCESS,3,3,5.71,48.2,53.91
45,SUCCESS,3,3,0.29,53.91,54.2
86,SUCCESS,2,2,0.57,53.67,54.24
101,SUCCESS,2,2,0.29,54.24,54.53
72,SUCCESS,3,4,5.71,52.77,58.49
115,SUCCESS,2,2,4.29,54.53,58.81
74,SUCCESS,3,4,0.57,58.49,59.06
77,SUCCESS,3,4,0.29,59.06,59.34
150,SUCCESS,2,2,0.57,58.81,59.38
195,SUCCESS,2,1,6,53.5,59.5
157,SUCCESS,2,2,0.29,59.38,59.67
52,SUCCESS,3,3,5.71,54.2,59.91
53,SUCCESS,3,3,0.29,59.91,60.2
264,SUCCESS,2,0,16,44.24,60.24
158,SUCCESS,2,2,0.57,59.67,60.24
270,SUCCESS,2,0,1.6,60.24,61.84
297,SUCCESS,2,0,0.8,61.84,62.64
79,SUCCESS,3,4,4.29,59.34,63.63
55,SUCCESS,3,3,4.29,60.2,64.49
168,SUCCESS,2,2,5.71,60.24,65.95
196,SUCCESS,2,1,8,59.5,67.5
87,SUCCESS,3,4,4.29,63.63,67.91
75,SUCCESS,3,3,4.29,64.49,68.77
78,SUCCESS,3,3,0.57,68.77,69.34
171,SUCCESS,2,2,4.28,65.95,70.24
174,SUCCESS,2,2,0.57,70.24,70.81
181,SUCCESS,2,2,0.29,70.81,71.1
