CloudletID,STATUS,DatacenterID,VMID,Time,Start Time,Finish Time
13,SUCCESS,3,3,0.29,0.5,0.79
9,SUCCESS,4,5,0.29,0.5,0.79
5,SUCCESS,4,6,0.29,0.5,0.79
14,SUCCESS,3,4,0.57,0.5,1.07
17,SUCCESS,4,5,0.29,0.79,1.07
2,SUCCESS,5,7,0.57,0.5,1.07
6,SUCCESS,5,8,0.57,0.5,1.07
34,SUCCESS,2,1,0.8,0.5,1.3
21,SUCCESS,4,5,0.29,1.07,1.36
45,SUCCESS,5,8,0.29,1.07,1.36
26,SUCCESS,3,4,0.57,1.07,1.64
25,SUCCESS,4,5,0.29,1.36,1.64
33,SUCCESS,4,5,0.29,1.64,1.93
41,SUCCESS,4,5,0.29,1.93,2.21
30,SUCCESS,3,4,0.57,1.64,2.21
46,SUCCESS,4,5,0.57,2.21,2.79
3,SUCCESS,6,9,4.29,0.5,4.79
23,SUCCESS,3,3,4.29,0.79,5.07
29,SUCCESS,3,3,0.29,5.07,5.36
7,SUCCESS,5,7,4.29,1.07,5.36
47,SUCCESS,5,8,4.29,1.36,5.64
49,SUCCESS,5,8,0.29,5.64,5.93
0,SUCCESS,2,2,5.71,0.5,6.21
1,SUCCESS,2,2,0.29,6.21,6.5
12,SUCCESS,4,6,5.71,0.79,6.5
62,SUCCESS,5,8,0.57,5.93,6.5
10,SUCCESS,2,2,0.57,6.5,7.07
51,SUCCESS,4,5,4.29,2.79,7.07
35,SUCCESS,2,1,6,1.3,7.3
32,SUCCESS,3,4,5.71,2.21,7.93
31,SUCCESS,3,3,4.29,5.36,9.64
11,SUCCESS,5,7,4.29,5.36,9.64
4,SUCCESS,6,9,5.71,4.79,10.5
15,SUCCESS,4,6,4.29,6.5,10.79
79,SUCCESS,5,8,4.29,6.5,10.79
18,SUCCESS,4,6,0.57,10.79,11.36
20,SUCCESS,2,2,5.71,7.07,12.79
52,SUCCESS,4,5,5.71,7.07,12.79
57,SUCCESS,4,5,0.29,12.79,13.07
39,SUCCESS,2,1,6,7.3,13.3
38,SUCCESS,2,2,0.62,12.79,13.41
60,SUCCESS,3,4,5.71,7.93,13.64
58,SUCCESS,4,5,0.57,13.07,13.64
61,SUCCESS,2,2,0.29,13.41,13.69
66,SUCCESS,3,4,0.57,13.64,14.21
36,SUCCESS,3,3,5.71,9.64,15.36
16,SUCCESS,5,7,5.71,9.64,15.36
37,SUCCESS,3,3,0.29,15.36,15.64
19,SUCCESS,4,6,4.29,11.36,15.64
22,SUCCESS,4,6,0.57,15.64,16.21
8,SUCCESS,6,9,5.71,10.5,16.21
64,SUCCESS,2,0,16,0.5,16.5
84,SUCCESS,5,8,5.71,10.79,16.5
71,SUCCESS,2,2,4.29,13.69,17.98
77,SUCCESS,2,2,0.29,17.98,18.27
67,SUCCESS,3,4,4.29,14.21,18.5
69,SUCCESS,3,4,0.29,18.5,18.79
78,SUCCESS,2,2,0.57,18.27,18.84
89,SUCCESS,2,2,0.29,18.84,19.12
183,SUCCESS,2,1,6,13.3,19.3
68,SUCCESS,4,5,5.71,13.64,19.36
101,SUCCESS,2,2,0.29,19.12,19.41
63,SUCCESS,3,3,4.29,15.64,19.93
70,SUCCESS,4,5,0.57,19.36,19.93
102,SUCCESS,2,2,0.57,19.41,19.98
27,SUCCESS,6,9,4.29,16.21,20.5
40,SUCCESS,5,7,5.71,15.36,21.07
42,SUCCESS,5,7,0.57,21.07,21.64
24,SUCCESS,4,6,5.71,16.21,21.93
96,SUCCESS,5,8,5.71,16.5,22.21
75,SUCCESS,4,5,4.29,19.93,24.21
