CloudletID,STATUS,DatacenterID,VMID,Time,Start Time,Finish Time
1,SUCCESS,2,2,0.29,0.2,0.49
2,SUCCESS,3,3,0.57,0.2,0.77
477,SUCCESS,2,0,0.8,0.2,1
518,SUCCESS,2,0,1.6,1,2.6
646,SUCCESS,2,0,1.6,2.6,4.2
11,SUCCESS,2,2,4.28,0.49,4.77
3,SUCCESS,3,3,4.29,0.77,5.06
14,SUCCESS,2,2,0.57,4.77,5.34
5,SUCCESS,3,3,0.29,5.06,5.34
9,SUCCESS,3,3,0.29,5.34,5.63
13,SUCCESS,3,3,0.29,5.63,5.91
0,SUCCESS,3,4,5.71,0.2,5.91
4,SUCCESS,2,1,8,0.2,8.2
6,SUCCESS,2,1,0.8,8.2,9
37,SUCCESS,2,1,0.4,9,9.4
15,SUCCESS,2,2,4.29,5.34,9.63
17,SUCCESS,2,2,0.29,9.63,9.91
7,SUCCESS,3,4,4.29,5.91,10.2
16,SUCCESS,3,3,5.71,5.91,11.63
18,SUCCESS,3,3,0.57,11.63,12.2
47,SUCCESS,2,1,6,9.4,15.4
24,SUCCESS,2,2,5.71,9.91,15.63
8,SUCCESS,3,4,5.71,10.2,15.91
23,SUCCESS,3,3,4.29,12.2,16.49
10,SUCCESS,3,4,0.57,15.91,16.49
688,SUCCESS,2,0,16,4.2,20.19
31,SUCCESS,3,3,4.29,16.49,20.77
33,SUCCESS,3,3,0.29,20.77,21.06
28,SUCCESS,2,2,5.71,15.63,21.34
63,SUCCESS,2,1,6.05,15.4,21.45
46,SUCCESS,3,3,0.57,21.06,21.63
30,SUCCESS,2,2,0.57,21.34,21.91
50,SUCCESS,3,3,0.57,21.63,22.2
12,SUCCESS,3,4,5.71,16.49,22.2
34,SUCCESS,2,2,0.57,21.91,22.48
55,SUCCESS,3,3,4.29,22.2,26.49
19,SUCCESS,3,4,4.29,22.2,26.49
35,SUCCESS,2,2,4.29,22.48,26.77
45,SUCCESS,2,2,0.29,26.77,27.05
71,SUCCESS,2,1,6,21.45,27.45
751,SUCCESS,2,0,12,20.19,32.19
56,SUCCESS,3,3,5.71,26.49,32.2
20,SUCCESS,3,4,5.71,26.49,32.2
61,SUCCESS,3,3,0.29,32.2,32.49
21,SUCCESS,3,4,0.29,32.2,32.49
48,SUCCESS,2,2,5.71,27.05,32.77
22,SUCCESS,3,4,0.57,32.49,33.06
58,SUCCESS,2,2,0.57,32.77,33.34
25,SUCCESS,3,4,0.29,33.06,33.34
83,SUCCESS,2,1,6,27.45,33.45
62,SUCCESS,2,2,0.57,33.34,33.91
26,SUCCESS,3,4,0.57,33.34,33.91
73,SUCCESS,2,2,0.29,33.91,34.2
94,SUCCESS,2,1,0.86,33.45,34.31
64,SUCCESS,3,3,5.71,32.49,38.2
27,SUCCESS,3,4,4.29,33.91,38.2
65,SUCCESS,3,3,0.29,38.2,38.49
29,SUCCESS,3,4,0.29,38.2,38.49
84,SUCCESS,2,2,5.71,34.2,39.91
95,SUCCESS,2,1,6,34.31,40.3
67,SUCCESS,3,3,4.29,38.49,42.77
69,SUCCESS,3,3,0.29,42.77,43.06
70,SUCCESS,3,3,0.57,43.06,43.63
87,SUCCESS,2,2,4.29,39.91,44.2
32,SUCCESS,3,4,5.71,38.49,44.2
752,SUCCESS,2,0,16,32.19,48.19
96,SUCCESS,2,1,8,40.3,48.3
91,SUCCESS,2,2,4.29,44.2,48.48
72,SUCCESS,3,3,5.71,43.63,49.34
974,SUCCESS,2,0,1.6,48.19,49.79
36,SUCCESS,3,4,5.71,44.2,49.91
38,SUCCESS,3,4,0.57,49.91,50.49
79,SUCCESS,3,3,4.29,49.34,53.63
92,SUCCESS,2,2,5.71,48.48,54.19
99,SUCCESS,2,1,6,48.3,54.3
39,SUCCESS,3,4,4.29,50.49,54.77
107,SUCCESS,2,2,4.29,54.19,58.48
80,SUCCESS,3,3,5.71,53.63,59.34
82,SUCCESS,3,3,0.57,59.34,59.91
40,SUCCESS,3,4,5.71,54.77,60.49
41,SUCCESS,3,4,0.29,60.49,60.77
42,SUCCESS,3,4,0.57,60.77,61.34
100,SUCCESS,2,1,8,54.3,62.3
111,SUCCESS,2,2,4.29,58.48,62.77
118,SUCCESS,2,2,0.57,62.77,63.34
122,SUCCESS,2,2,0.57,63.34,63.91
126,SUCCESS,2,2,0.57,63.91,64.48
88,SUCCESS,3,3,5.71,59.91,65.63
43,SUCCESS,3,4,4.29,61.34,65.63
1004,SUCCESS,2,0,16,49.79,65.79
89,SUCCESS,3,3,0.29,65.63,65.91
98,SUCCESS,3,3,0.57,65.91,66.49
101,SUCCESS,3,3,0.29,66.49,66.77
103,SUCCESS,2,1,6,62.3,68.3
131,SUCCESS,2,2,4.29,64.48,68.77
150,SUCCESS,2,1,0.8,68.3,69.1
44,SUCCESS,3,4,5.71,65.63,71.34
49,SUCCESS,3,4,0.29,71.34,71.63
104,SUCCESS,3,3,5.71,66.77,72.49
105,SUCCESS,3,3,0.29,72.49,72.77
135,SUCCESS,2,2,4.29,68.77,73.05
51,SUCCESS,3,4,4.29,71.63,75.91
156,SUCCESS,2,1,8,69.1,77.1
139,SUCCESS,2,2,4.28,73.05,77.34
165,SUCCESS,2,1,0.4,77.1,77.5
141,SUCCESS,2,2,0.28,77.34,77.62
108,SUCCESS,3,3,5.71,72.77,78.49
109,SUCCESS,3,3,0.29,78.49,78.77
52,SUCCESS,3,4,5.71,75.91,81.63
1216,SUCCESS,2,0,16,65.79,81.79
143,SUCCESS,2,2,4.29,77.62,81.91
53,SUCCESS,3,4,0.29,81.63,81.91
145,SUCCESS,2,2,0.29,81.91,82.19
54,SUCCESS,3,4,0.57,81.91,82.49
1229,SUCCESS,2,0,0.8,81.79,82.59
57,SUCCESS,3,4,0.29,82.49,82.77
112,SUCCESS,3,3,5.71,78.77,84.49
113,SUCCESS,3,3,0.29,84.49,84.77
172,SUCCESS,2,1,8,77.5,85.5
147,SUCCESS,2,2,4.29,82.19,86.48
59,SUCCESS,3,4,4.29,82.77,87.06
115,SUCCESS,3,3,4.29,84.77,89.06
187,SUCCESS,2,1,6,85.5,91.5
148,SUCCESS,2,2,5.71,86.48,92.19
202,SUCCESS,2,1,0.8,91.5,92.3
149,SUCCESS,2,2,0.29,92.19,92.48
60,SUCCESS,3,4,5.71,87.06,92.77
66,SUCCESS,3,4,0.57,92.77,93.34
1259,SUCCESS,2,0,12,82.59,94.58
116,SUCCESS,3,3,5.71,89.06,94.77
117,SUCCESS,3,3,0.29,94.77,95.06
151,SUCCESS,2,2,4.29,92.48,96.76
153,SUCCESS,2,2,0.29,96.76,97.05
154,SUCCESS,2,2,0.57,97.05,97.62
158,SUCCESS,2,2,0.57,97.62,98.19
68,SUCCESS,3,4,5.71,93.34,99.06
74,SUCCESS,3,4,0.57,99.06,99.63
204,SUCCESS,2,1,8,92.3,100.3
120,SUCCESS,3,3,5.71,95.06,100.77
121,SUCCESS,3,3,0.29,100.77,101.06
160,SUCCESS,2,2,5.71,98.19,103.9
75,SUCCESS,3,4,4.29,99.63,103.91
161,SUCCESS,2,2,0.29,103.9,104.19
162,SUCCESS,2,2,0.57,104.19,104.76
123,SUCCESS,3,3,4.29,101.06,105.34
125,SUCCESS,3,3,0.29,105.34,105.63
129,SUCCESS,3,3,0.29,105.63,105.91
130,SUCCESS,3,3,0.57,105.91,106.49
1379,SUCCESS,2,0,12,94.58,106.58
133,SUCCESS,3,3,0.29,106.49,106.77
216,SUCCESS,2,1,8,100.3,108.3
237,SUCCESS,2,1,0.4,108.3,108.7
257,SUCCESS,2,1,0.4,108.7,109.1
76,SUCCESS,3,4,5.71,103.91,109.63
77,SUCCESS,3,4,0.29,109.63,109.91
168,SUCCESS,2,2,5.71,104.76,110.48
78,SUCCESS,3,4,0.57,109.91,110.49
177,SUCCESS,2,2,0.29,110.48,110.76
81,SUCCESS,3,4,0.29,110.49,110.77
85,SUCCESS,3,4,0.29,110.77,111.06
178,SUCCESS,2,2,0.57,110.76,111.33
181,SUCCESS,2,2,0.29,111.33,111.62
86,SUCCESS,3,4,0.57,111.06,111.63
201,SUCCESS,2,2,0.29,111.62,111.9
90,SUCCESS,3,4,0.57,111.63,112.2
136,SUCCESS,3,3,5.71,106.77,112.49
93,SUCCESS,3,4,0.29,112.2,112.49
97,SUCCESS,3,4,0.29,112.49,112.77
102,SUCCESS,3,4,0.57,112.77,113.34
106,SUCCESS,3,4,0.57,113.34,113.91
110,SUCCESS,3,4,0.57,113.91,114.49
114,SUCCESS,3,4,0.57,114.49,115.06
203,SUCCESS,2,2,4.29,111.9,116.19
205,SUCCESS,2,2,0.29,116.19,116.48
260,SUCCESS,2,1,8,109.1,117.1
140,SUCCESS,3,3,5.71,112.49,118.2
142,SUCCESS,3,3,0.57,118.2,118.77
119,SUCCESS,3,4,4.29,115.06,119.34
208,SUCCESS,2,2,5.71,116.48,122.19
1384,SUCCESS,2,0,16,106.58,122.58
214,SUCCESS,2,2,0.57,122.19,122.76
222,SUCCESS,2,2,0.57,122.76,123.33
225,SUCCESS,2,2,0.29,123.33,123.62
229,SUCCESS,2,2,0.29,123.62,123.9
1426,SUCCESS,2,0,1.6,122.58,124.18
230,SUCCESS,2,2,0.57,123.9,124.47
164,SUCCESS,3,3,5.71,118.77,124.49
233,SUCCESS,2,2,0.29,124.47,124.76
124,SUCCESS,3,4,5.71,119.34,125.06
264,SUCCESS,2,1,8,117.1,125.1
234,SUCCESS,2,2,0.57,124.76,125.33
270,SUCCESS,2,1,0.8,125.1,125.9
242,SUCCESS,2,2,0.68,125.33,126.01
167,SUCCESS,3,3,4.29,124.49,128.77
127,SUCCESS,3,4,4.29,125.06,129.34
243,SUCCESS,2,2,4.29,126.01,130.29
271,SUCCESS,2,1,6,125.9,131.9
317,SUCCESS,2,1,0.4,131.9,132.3
171,SUCCESS,3,3,4.29,128.77,133.06
173,SUCCESS,3,3,0.29,133.06,133.34
174,SUCCESS,3,3,0.57,133.34,133.91
128,SUCCESS,3,4,5.71,129.34,135.06
244,SUCCESS,2,2,5.71,130.29,136.01
246,SUCCESS,2,2,0.57,136.01,136.58
176,SUCCESS,3,3,5.71,133.91,139.63
1552,SUCCESS,2,0,16,124.18,140.18
320,SUCCESS,2,1,8,132.3,140.3
132,SUCCESS,3,4,5.71,135.06,140.77
247,SUCCESS,2,2,4.29,136.58,140.86
134,SUCCESS,3,4,0.57,140.77,141.34
254,SUCCESS,2,2,0.57,140.86,141.44
137,SUCCESS,3,4,0.29,141.34,141.63
1566,SUCCESS,2,0,1.6,140.18,141.77
