CloudletID,STATUS,DatacenterID,VMID,Time,Start Time,Finish Time
9,SUCCESS,3,4,0.29,0.5,0.79
1,SUCCESS,2,1,0.4,0.5,0.9
34,SUCCESS,2,2,0.57,0.5,1.07
65,SUCCESS,2,0,0.8,0.5,1.3
37,SUCCESS,2,1,0.4,0.9,1.3
10,SUCCESS,3,4,0.57,0.79,1.36
49,SUCCESS,2,2,0.34,1.07,1.41
3,SUCCESS,4,5,4.29,0.5,4.79
15,SUCCESS,5,7,4.29,0.5,4.79
7,SUCCESS,5,8,4.29,0.5,4.79
5,SUCCESS,4,5,0.29,4.79,5.07
11,SUCCESS,3,4,4.29,1.36,5.64
0,SUCCESS,3,3,5.71,0.5,6.21
14,SUCCESS,3,4,0.57,5.64,6.21
8,SUCCESS,4,6,5.71,0.5,6.21
4,SUCCESS,6,9,5.71,0.5,6.21
21,SUCCESS,4,6,0.29,6.21,6.5
17,SUCCESS,6,9,0.29,6.21,6.5
2,SUCCESS,3,3,0.57,6.21,6.79
18,SUCCESS,3,4,0.57,6.21,6.79
29,SUCCESS,4,6,0.29,6.5,6.79
52,SUCCESS,2,2,5.71,1.41,7.12
43,SUCCESS,2,1,6,1.3,7.3
6,SUCCESS,3,3,0.57,6.79,7.36
13,SUCCESS,3,3,0.29,7.36,7.64
22,SUCCESS,3,3,0.57,7.64,8.21
30,SUCCESS,3,3,0.57,8.21,8.79
33,SUCCESS,3,3,0.29,8.79,9.07
19,SUCCESS,5,7,4.29,4.79,9.07
12,SUCCESS,5,8,5.71,4.79,10.5
16,SUCCESS,4,5,5.71,5.07,10.79
23,SUCCESS,6,9,4.29,6.5,10.79
27,SUCCESS,3,4,4.29,6.79,11.07
53,SUCCESS,4,5,0.29,10.79,11.07
31,SUCCESS,4,6,4.29,6.79,11.07
75,SUCCESS,2,2,4.29,7.12,11.41
107,SUCCESS,2,0,12,1.3,13.3
83,SUCCESS,2,1,6,7.3,13.3
35,SUCCESS,3,3,4.29,9.07,13.36
47,SUCCESS,5,7,4.29,9.07,13.36
105,SUCCESS,2,1,0.4,13.3,13.7
38,SUCCESS,3,3,0.57,13.36,13.93
41,SUCCESS,3,3,0.29,13.93,14.21
122,SUCCESS,2,1,0.8,13.7,14.5
54,SUCCESS,3,3,0.57,14.21,14.79
141,SUCCESS,2,1,0.4,14.5,14.9
69,SUCCESS,3,3,0.29,14.79,15.07
55,SUCCESS,4,5,4.29,11.07,15.36
39,SUCCESS,4,6,4.29,11.07,15.36
70,SUCCESS,3,3,0.57,15.07,15.64
