CloudletID,STATUS,DatacenterID,VMID,Time,Start Time,Finish Time
1,SUCCESS,2,2,0.29,0.2,0.49
13,SUCCESS,2,1,0.4,0.2,0.6
81,SUCCESS,2,0,0.8,0.2,1
17,SUCCESS,2,1,0.4,0.6,1
101,SUCCESS,2,0,0.8,1,1.8
106,SUCCESS,2,0,1.6,1.8,3.4
8,SUCCESS,3,3,5.71,0.2,5.91
0,SUCCESS,3,4,5.71,0.2,5.91
4,SUCCESS,2,2,5.71,0.49,6.2
5,SUCCESS,2,2,0.29,6.2,6.49
2,SUCCESS,3,4,0.57,5.91,6.49
24,SUCCESS,2,1,8,1,9
38,SUCCESS,2,1,0.8,9,9.8
7,SUCCESS,2,2,4.29,6.49,10.77
3,SUCCESS,3,4,4.29,6.49,10.77
10,SUCCESS,2,2,0.57,10.77,11.34
6,SUCCESS,3,4,0.57,10.77,11.34
12,SUCCESS,3,3,5.71,5.91,11.63
9,SUCCESS,3,4,0.29,11.34,11.63
14,SUCCESS,3,3,0.57,11.63,12.2
139,SUCCESS,2,0,12,3.4,15.4
15,SUCCESS,2,2,4.28,11.34,15.63
11,SUCCESS,3,4,4.29,11.63,15.91
205,SUCCESS,2,0,0.8,15.4,16.19
18,SUCCESS,3,4,0.57,15.91,16.49
56,SUCCESS,2,1,8,9.8,17.8
20,SUCCESS,3,3,5.71,12.2,17.91
73,SUCCESS,2,1,0.4,17.8,18.2
22,SUCCESS,3,3,0.57,17.91,18.49
19,SUCCESS,3,4,4.29,16.49,20.77
16,SUCCESS,2,2,5.71,15.63,21.34
21,SUCCESS,2,2,0.29,21.34,21.63
75,SUCCESS,2,1,6,18.2,24.2
28,SUCCESS,3,3,5.71,18.49,24.2
77,SUCCESS,2,1,0.4,24.2,24.6
34,SUCCESS,3,3,0.57,24.2,24.77
27,SUCCESS,3,4,4.29,20.77,25.06
30,SUCCESS,3,4,0.57,25.06,25.63
23,SUCCESS,2,2,4.28,21.63,25.91
25,SUCCESS,2,2,0.29,25.91,26.2
26,SUCCESS,2,2,0.57,26.2,26.77
29,SUCCESS,2,2,0.29,26.77,27.05
31,SUCCESS,3,4,4.29,25.63,29.91
36,SUCCESS,3,3,5.71,24.77,30.49
240,SUCCESS,2,0,16,16.19,32.19
92,SUCCESS,2,1,8,24.6,32.6
44,SUCCESS,2,2,5.71,27.05,32.77
105,SUCCESS,2,1,0.4,32.6,33
32,SUCCESS,3,4,5.71,29.91,35.63
33,SUCCESS,3,4,0.29,35.63,35.91
40,SUCCESS,3,3,5.71,30.49,36.2
46,SUCCESS,3,3,0.57,36.2,36.77
49,SUCCESS,3,3,0.29,36.77,37.06
50,SUCCESS,3,3,0.57,37.06,37.63
53,SUCCESS,3,3,0.29,37.63,37.91
48,SUCCESS,2,2,5.71,32.77,38.48
111,SUCCESS,2,1,6,33,39
114,SUCCESS,2,1,0.8,39,39.8
35,SUCCESS,3,4,4.29,35.91,40.2
37,SUCCESS,3,4,0.29,40.2,40.49
55,SUCCESS,3,3,4.29,37.91,42.2
57,SUCCESS,3,3,0.29,42.2,42.49
59,SUCCESS,2,2,4.29,38.48,42.77
295,SUCCESS,2,0,12,32.19,44.19
39,SUCCESS,3,4,4.29,40.49,44.77
41,SUCCESS,3,4,0.29,44.77,45.06
42,SUCCESS,3,4,0.57,45.06,45.63
