CloudletID,STATUS,DatacenterID,VMID,Time,Start Time,Finish Time
33,SUCCESS,4,5,0.29,0.5,0.79
1,SUCCESS,6,9,0.29,0.5,0.79
6,SUCCESS,4,6,0.57,0.5,1.07
2,SUCCESS,5,7,0.57,0.5,1.07
34,SUCCESS,4,5,0.57,0.79,1.36
5,SUCCESS,5,7,0.29,1.07,1.36
11,SUCCESS,3,3,4.29,0.5,4.79
19,SUCCESS,3,4,4.29,0.5,4.79
17,SUCCESS,3,3,0.29,4.79,5.07
38,SUCCESS,3,4,0.57,4.79,5.36
53,SUCCESS,3,4,0.29,5.36,5.64
35,SUCCESS,5,7,4.29,1.36,5.64
57,SUCCESS,3,4,0.29,5.64,5.93
65,SUCCESS,3,4,0.29,5.93,6.21
12,SUCCESS,5,8,5.71,0.5,6.21
0,SUCCESS,2,2,5.71,0.5,6.21
3,SUCCESS,2,1,6,0.5,6.5
4,SUCCESS,6,9,5.71,0.79,6.5
14,SUCCESS,5,8,0.57,6.21,6.79
16,SUCCESS,4,6,5.71,1.07,6.79
36,SUCCESS,4,5,5.71,1.36,7.07
47,SUCCESS,5,7,4.29,5.64,9.93
75,SUCCESS,2,2,4.29,6.21,10.5
67,SUCCESS,3,4,4.29,6.21,10.5
20,SUCCESS,3,3,5.71,5.07,10.79
21,SUCCESS,3,3,0.29,10.79,11.07
78,SUCCESS,3,4,0.57,10.5,11.07
23,SUCCESS,4,6,4.29,6.79,11.07
41,SUCCESS,3,3,0.29,11.07,11.36
29,SUCCESS,4,6,0.29,11.07,11.36
42,SUCCESS,3,3,0.57,11.36,11.93
8,SUCCESS,6,9,5.71,6.5,12.21
45,SUCCESS,3,3,0.29,11.93,12.21
7,SUCCESS,2,0,12,0.5,12.5
24,SUCCESS,5,8,5.71,6.79,12.5
9,SUCCESS,6,9,0.29,12.21,12.5
46,SUCCESS,3,3,0.57,12.21,12.79
48,SUCCESS,4,5,5.71,7.07,12.79
10,SUCCESS,6,9,0.57,12.5,13.07
49,SUCCESS,4,5,0.29,12.79,13.07
13,SUCCESS,6,9,0.29,13.07,13.36
