CloudletID,STATUS,DatacenterID,VMID,Time,Start Time,Finish Time
6,SUCCESS,3,3,0.57,0.2,0.77
2,SUCCESS,2,1,0.8,0.2,1
7,SUCCESS,3,3,4.29,0.77,5.06
14,SUCCESS,3,3,0.57,5.06,5.63
0,SUCCESS,3,4,5.71,0.2,5.91
4,SUCCESS,2,2,5.71,0.2,5.91
1,SUCCESS,3,4,0.29,5.91,6.2
21,SUCCESS,2,2,0.29,5.91,6.2
5,SUCCESS,3,4,0.29,6.2,6.49
3,SUCCESS,2,1,6,1,7
31,SUCCESS,2,2,4.29,6.2,10.49
16,SUCCESS,3,3,5.71,5.63,11.34
18,SUCCESS,3,3,0.57,11.34,11.91
11,SUCCESS,2,0,12,0.2,12.2
25,SUCCESS,3,3,0.29,11.91,12.2
8,SUCCESS,3,4,5.71,6.49,12.2
9,SUCCESS,3,4,0.29,12.2,12.49
34,SUCCESS,3,3,0.57,12.2,12.77
10,SUCCESS,3,4,0.57,12.49,13.06
39,SUCCESS,2,2,4.28,10.49,14.77
20,SUCCESS,2,1,8,7,15
22,SUCCESS,2,1,0.8,15,15.8
35,SUCCESS,3,3,4.29,12.77,17.06
37,SUCCESS,3,3,0.29,17.06,17.34
12,SUCCESS,3,4,5.71,13.06,18.77
13,SUCCESS,3,4,0.29,18.77,19.06
60,SUCCESS,2,2,5.71,14.77,20.48
69,SUCCESS,2,2,0.29,20.48,20.77
94,SUCCESS,2,2,0.57,20.77,21.34
43,SUCCESS,3,3,4.29,17.34,21.63
98,SUCCESS,2,2,0.57,21.34,21.91
15,SUCCESS,3,4,4.29,19.06,23.34
17,SUCCESS,3,4,0.29,23.34,23.63
44,SUCCESS,2,1,8,15.8,23.8
47,SUCCESS,3,3,4.29,21.63,25.91
50,SUCCESS,3,3,0.57,25.91,26.49
112,SUCCESS,2,2,5.71,21.91,27.63
19,SUCCESS,3,4,4.29,23.63,27.91
32,SUCCESS,2,0,16,12.2,28.19
67,SUCCESS,2,1,6,23.8,29.8
55,SUCCESS,3,3,4.29,26.49,30.77
115,SUCCESS,2,2,4.29,27.63,31.91
117,SUCCESS,2,2,0.29,31.91,32.2
23,SUCCESS,3,4,4.29,27.91,32.2
123,SUCCESS,2,2,4.29,32.2,36.48
56,SUCCESS,3,3,5.71,30.77,36.49
65,SUCCESS,3,3,0.29,36.49,36.77
81,SUCCESS,3,3,0.29,36.77,37.06
68,SUCCESS,2,1,8,29.8,37.8
24,SUCCESS,3,4,5.71,32.2,37.91
26,SUCCESS,3,4,0.57,37.91,38.49
63,SUCCESS,2,0,12,28.19,40.19
82,SUCCESS,2,0,1.6,40.19,41.79
128,SUCCESS,2,2,5.71,36.48,42.2
134,SUCCESS,2,2,0.57,42.2,42.77
88,SUCCESS,3,3,5.71,37.06,42.77
27,SUCCESS,3,4,4.29,38.49,42.77
146,SUCCESS,2,0,1.6,41.79,43.39
75,SUCCESS,2,1,6,37.8,43.8
77,SUCCESS,2,1,0.4,43.8,44.2
78,SUCCESS,2,1,0.8,44.2,45
135,SUCCESS,2,2,4.28,42.77,47.05
91,SUCCESS,3,3,4.29,42.77,47.06
138,SUCCESS,2,2,0.57,47.05,47.63
28,SUCCESS,3,4,5.71,42.77,48.49
29,SUCCESS,3,4,0.29,48.49,48.77
