CloudletID,STATUS,DatacenterID,VMID,Time,Start Time,Finish Time
1,SUCCESS,4,5,0.29,0.5,0.79
9,SUCCESS,2,1,0.4,0.5,0.9
14,SUCCESS,2,2,0.57,0.5,1.07
2,SUCCESS,3,3,0.57,0.5,1.07
26,SUCCESS,6,9,0.57,0.5,1.07
17,SUCCESS,2,2,0.29,1.07,1.36
6,SUCCESS,3,3,0.57,1.07,1.64
30,SUCCESS,6,9,0.57,1.07,1.64
10,SUCCESS,2,1,0.8,0.9,1.7
19,SUCCESS,5,7,4.29,0.5,4.79
7,SUCCESS,4,5,4.29,0.79,5.07
21,SUCCESS,5,7,0.29,4.79,5.07
27,SUCCESS,2,2,4.28,1.36,5.64
45,SUCCESS,2,2,0.29,5.64,5.93
31,SUCCESS,6,9,4.29,1.64,5.93
52,SUCCESS,3,4,5.71,0.5,6.21
4,SUCCESS,4,6,5.71,0.5,6.21
0,SUCCESS,5,8,5.71,0.5,6.21
58,SUCCESS,2,2,0.57,5.93,6.5
5,SUCCESS,4,6,0.29,6.21,6.5
12,SUCCESS,3,3,5.71,1.64,7.36
29,SUCCESS,3,3,0.29,7.36,7.64
15,SUCCESS,2,1,6,1.7,7.7
37,SUCCESS,3,3,0.29,7.64,7.93
34,SUCCESS,2,1,0.8,7.7,8.5
38,SUCCESS,2,1,0.8,8.5,9.3
11,SUCCESS,4,5,4.29,5.07,9.36
65,SUCCESS,2,1,0.4,9.3,9.7
47,SUCCESS,6,9,4.29,5.93,10.21
3,SUCCESS,5,8,4.29,6.21,10.5
49,SUCCESS,6,9,0.29,10.21,10.5
59,SUCCESS,2,2,4.29,6.5,10.78
32,SUCCESS,5,7,5.71,5.07,10.79
13,SUCCESS,5,8,0.29,10.5,10.79
61,SUCCESS,2,2,0.29,10.78,11.07
69,SUCCESS,2,2,0.29,11.07,11.36
81,SUCCESS,2,2,0.29,11.36,11.64
97,SUCCESS,2,2,0.29,11.64,11.93
56,SUCCESS,3,4,5.71,6.21,11.93
105,SUCCESS,2,2,0.29,11.93,12.21
8,SUCCESS,4,6,5.71,6.5,12.21
126,SUCCESS,2,2,0.57,12.21,12.78
18,SUCCESS,4,6,0.57,12.21,12.79
129,SUCCESS,2,2,0.29,12.78,13.07
48,SUCCESS,3,3,5.71,7.93,13.64
50,SUCCESS,3,3,0.57,13.64,14.21
51,SUCCESS,6,9,4.29,10.5,14.79
28,SUCCESS,4,5,5.71,9.36,15.07
39,SUCCESS,5,7,4.29,10.79,15.07
23,SUCCESS,5,8,4.29,10.79,15.07
25,SUCCESS,5,8,0.29,15.07,15.36
54,SUCCESS,6,9,0.57,14.79,15.36
42,SUCCESS,5,7,0.57,15.07,15.64
67,SUCCESS,2,1,6,9.7,15.7
101,SUCCESS,2,1,0.4,15.7,16.1
63,SUCCESS,3,4,4.29,11.93,16.21
74,SUCCESS,5,7,0.57,15.64,16.21
16,SUCCESS,2,0,16,0.5,16.5
82,SUCCESS,5,7,0.57,16.21,16.79
135,SUCCESS,2,2,4.29,13.07,17.36
86,SUCCESS,5,7,0.57,16.79,17.36
154,SUCCESS,2,2,0.57,17.36,17.93
166,SUCCESS,2,2,0.57,17.93,18.5
55,SUCCESS,3,3,4.29,14.21,18.5
20,SUCCESS,4,6,5.71,12.79,18.5
78,SUCCESS,3,3,0.57,18.5,19.07
22,SUCCESS,4,6,0.57,18.5,19.07
35,SUCCESS,5,8,4.29,15.36,19.64
36,SUCCESS,4,5,5.71,15.07,20.79
64,SUCCESS,6,9,5.71,15.36,21.07
70,SUCCESS,6,9,0.57,21.07,21.64
72,SUCCESS,3,4,5.71,16.21,21.93
77,SUCCESS,6,9,0.29,21.64,21.93
111,SUCCESS,2,1,6,16.1,22.1
102,SUCCESS,3,4,0.57,21.93,22.5
167,SUCCESS,2,2,4.29,18.5,22.78
117,SUCCESS,3,4,0.29,22.5,22.79
169,SUCCESS,2,2,0.29,22.78,23.07
92,SUCCESS,5,7,5.71,17.36,23.07
79,SUCCESS,3,3,4.29,19.07,23.36
138,SUCCESS,3,4,0.57,22.79,23.36
149,SUCCESS,3,4,0.29,23.36,23.64
182,SUCCESS,3,4,0.57,23.64,24.21
24,SUCCESS,4,6,5.71,19.07,24.79
43,SUCCESS,4,5,4.29,20.79,25.07
33,SUCCESS,4,6,0.29,24.79,25.07
73,SUCCESS,4,5,0.29,25.07,25.36
44,SUCCESS,5,8,5.71,19.64,25.36
53,SUCCESS,5,8,0.29,25.36,25.64
62,SUCCESS,5,8,0.57,25.64,26.21
187,SUCCESS,2,2,4.29,23.07,27.36
99,SUCCESS,5,7,4.29,23.07,27.36
189,SUCCESS,2,2,0.29,27.36,27.64
80,SUCCESS,6,9,5.71,21.93,27.64
205,SUCCESS,2,2,0.29,27.64,27.93
118,SUCCESS,5,7,0.57,27.36,27.93
115,SUCCESS,2,1,6,22.1,28.1
217,SUCCESS,2,2,0.29,27.93,28.21
251,SUCCESS,2,0,12,16.5,28.5
195,SUCCESS,3,4,4.29,24.21,28.5
162,SUCCESS,5,7,0.57,27.93,28.5
233,SUCCESS,2,2,0.39,28.21,28.61
122,SUCCESS,2,1,0.8,28.1,28.9
84,SUCCESS,3,3,5.71,23.36,29.07
250,SUCCESS,2,2,0.57,28.61,29.18
85,SUCCESS,3,3,0.29,29.07,29.36
75,SUCCESS,4,5,4.29,25.36,29.64
89,SUCCESS,3,3,0.29,29.36,29.64
93,SUCCESS,3,3,0.29,29.64,29.93
110,SUCCESS,3,3,0.57,29.93,30.5
71,SUCCESS,5,8,4.29,26.21,30.5
40,SUCCESS,4,6,5.71,25.07,30.79
41,SUCCESS,4,6,0.29,30.79,31.07
114,SUCCESS,3,3,0.57,30.5,31.07
46,SUCCESS,4,6,0.57,31.07,31.64
57,SUCCESS,4,6,0.29,31.64,31.93
87,SUCCESS,6,9,4.29,27.64,31.93
98,SUCCESS,6,9,0.57,31.93,32.5
203,SUCCESS,3,4,4.29,28.5,32.79
171,SUCCESS,5,7,4.29,28.5,32.79
206,SUCCESS,3,4,0.57,32.79,33.36
263,SUCCESS,2,2,4.29,29.18,33.46
83,SUCCESS,4,5,4.29,29.64,33.93
95,SUCCESS,5,8,4.29,30.5,34.79
131,SUCCESS,2,1,6,28.9,34.9
113,SUCCESS,5,8,0.29,34.79,35.07
119,SUCCESS,3,3,4.29,31.07,35.36
107,SUCCESS,6,9,4.29,32.5,36.79
60,SUCCESS,4,6,5.71,31.93,37.64
66,SUCCESS,4,6,0.57,37.64,38.21
180,SUCCESS,5,7,5.71,32.79,38.5
232,SUCCESS,3,4,5.71,33.36,39.07
276,SUCCESS,2,2,5.71,33.46,39.18
249,SUCCESS,3,4,0.29,39.07,39.36
253,SUCCESS,3,4,0.29,39.36,39.64
104,SUCCESS,4,5,5.71,33.93,39.64
116,SUCCESS,5,8,5.71,35.07,40.79
151,SUCCESS,2,1,6,34.9,40.9
120,SUCCESS,3,3,5.71,35.36,41.07
121,SUCCESS,5,8,0.29,40.79,41.07
108,SUCCESS,6,9,5.71,36.79,42.5
109,SUCCESS,6,9,0.29,42.5,42.79
259,SUCCESS,3,4,4.29,39.64,43.93
139,SUCCESS,4,5,4.29,39.64,43.93
68,SUCCESS,4,6,5.71,38.21,43.93
265,SUCCESS,3,4,0.29,43.93,44.21
184,SUCCESS,5,7,5.71,38.5,44.21
272,SUCCESS,2,0,16,28.5,44.5
266,SUCCESS,3,4,0.57,44.21,44.79
280,SUCCESS,2,2,5.71,39.18,44.89
270,SUCCESS,3,4,0.57,44.79,45.36
123,SUCCESS,5,8,4.29,41.07,45.36
282,SUCCESS,2,2,0.57,44.89,45.46
273,SUCCESS,3,4,0.29,45.36,45.64
286,SUCCESS,2,2,0.57,45.46,46.03
289,SUCCESS,2,2,0.29,46.03,46.32
128,SUCCESS,3,3,5.71,41.07,46.79
290,SUCCESS,2,2,0.57,46.32,46.89
133,SUCCESS,3,3,0.29,46.79,47.07
