CloudletID,STATUS,DatacenterID,VMID,Time,Start Time,Finish Time
2,SUCCESS,3,3,0.57,0.2,0.77
6,SUCCESS,2,1,0.8,0.2,1
8,SUCCESS,2,2,5.71,0.2,5.91
0,SUCCESS,3,4,5.71,0.2,5.91
9,SUCCESS,2,2,0.29,5.91,6.2
1,SUCCESS,3,4,0.29,5.91,6.2
4,SUCCESS,3,3,5.71,0.77,6.49
10,SUCCESS,2,2,0.57,6.2,6.77
5,SUCCESS,3,3,0.29,6.49,6.77
7,SUCCESS,2,1,6,1,7
18,SUCCESS,2,2,0.57,6.77,7.34
13,SUCCESS,2,1,0.45,7,7.45
26,SUCCESS,2,2,0.57,7.34,7.91
3,SUCCESS,3,4,4.29,6.2,10.49
11,SUCCESS,3,3,4.29,6.77,11.06
27,SUCCESS,2,2,4.29,7.91,12.2
29,SUCCESS,2,2,0.29,12.2,12.49
23,SUCCESS,2,1,6,7.45,13.45
34,SUCCESS,2,1,0.8,13.45,14.25
15,SUCCESS,3,3,4.29,11.06,15.34
21,SUCCESS,3,3,0.29,15.34,15.63
25,SUCCESS,3,3,0.29,15.63,15.91
84,SUCCESS,2,0,16,0.2,16.2
12,SUCCESS,3,4,5.71,10.49,16.2
30,SUCCESS,3,3,0.57,15.91,16.49
14,SUCCESS,3,4,0.57,16.2,16.77
126,SUCCESS,2,0,1.6,16.2,17.8
40,SUCCESS,2,2,5.71,12.49,18.2
249,SUCCESS,2,0,0.8,17.8,18.6
32,SUCCESS,3,3,5.71,16.49,22.2
56,SUCCESS,2,1,8,14.25,22.25
43,SUCCESS,2,2,4.28,18.2,22.48
33,SUCCESS,3,3,0.29,22.2,22.49
16,SUCCESS,3,4,5.71,16.77,22.49
57,SUCCESS,2,1,0.4,22.25,22.65
17,SUCCESS,3,4,0.29,22.49,22.77
46,SUCCESS,2,2,0.57,22.48,23.05
38,SUCCESS,3,3,0.57,22.49,23.06
45,SUCCESS,3,3,0.29,23.06,23.34
78,SUCCESS,2,1,0.8,22.65,23.45
50,SUCCESS,3,3,0.57,23.34,23.91
94,SUCCESS,2,1,0.8,23.45,24.25
117,SUCCESS,2,1,0.4,24.25,24.65
122,SUCCESS,2,1,0.8,24.65,25.45
125,SUCCESS,2,1,0.4,25.45,25.85
19,SUCCESS,3,4,4.29,22.77,27.06
47,SUCCESS,2,2,4.29,23.05,27.34
51,SUCCESS,3,3,4.29,23.91,28.2
283,SUCCESS,2,0,12,18.6,30.6
333,SUCCESS,2,0,0.8,30.6,31.4
143,SUCCESS,2,1,6,25.85,31.85
59,SUCCESS,3,3,4.29,28.2,32.49
61,SUCCESS,3,3,0.29,32.49,32.77
20,SUCCESS,3,4,5.71,27.06,32.77
48,SUCCESS,2,2,5.71,27.34,33.05
73,SUCCESS,3,3,0.29,32.77,33.06
49,SUCCESS,2,2,0.29,33.05,33.34
85,SUCCESS,3,3,0.29,33.06,33.34
22,SUCCESS,3,4,0.57,32.77,33.34
90,SUCCESS,3,3,0.57,33.34,33.91
93,SUCCESS,3,3,0.29,33.91,34.2
97,SUCCESS,3,3,0.29,34.2,34.49
151,SUCCESS,2,1,6,31.85,37.85
52,SUCCESS,2,2,5.71,33.34,39.05
24,SUCCESS,3,4,5.71,33.34,39.06
54,SUCCESS,2,2,0.57,39.05,39.62
100,SUCCESS,3,3,5.71,34.49,40.2
101,SUCCESS,3,3,0.29,40.2,40.49
105,SUCCESS,3,3,0.29,40.49,40.77
447,SUCCESS,2,0,12,31.4,43.39
28,SUCCESS,3,4,5.71,39.06,44.77
470,SUCCESS,2,0,1.6,43.39,44.99
107,SUCCESS,3,3,4.29,40.77,45.06
64,SUCCESS,2,2,5.71,39.62,45.34
109,SUCCESS,3,3,0.29,45.06,45.34
65,SUCCESS,2,2,0.29,45.34,45.62
485,SUCCESS,2,0,0.8,44.99,45.79
156,SUCCESS,2,1,8.05,37.85,45.9
114,SUCCESS,3,3,0.57,45.34,45.91
118,SUCCESS,3,3,0.57,45.91,46.49
162,SUCCESS,2,1,0.8,45.9,46.7
121,SUCCESS,3,3,0.29,46.49,46.77
31,SUCCESS,3,4,4.29,44.77,49.06
67,SUCCESS,2,2,4.29,45.62,49.91
123,SUCCESS,3,3,4.29,46.77,51.06
129,SUCCESS,3,3,0.29,51.06,51.34
133,SUCCESS,3,3,0.29,51.34,51.63
134,SUCCESS,3,3,0.57,51.63,52.2
175,SUCCESS,2,1,6,46.7,52.7
35,SUCCESS,3,4,4.29,49.06,53.34
178,SUCCESS,2,1,0.8,52.7,53.5
210,SUCCESS,2,1,0.8,53.5,54.3
68,SUCCESS,2,2,5.71,49.91,55.62
136,SUCCESS,3,3,5.71,52.2,57.91
36,SUCCESS,3,4,5.71,53.34,59.06
37,SUCCESS,3,4,0.29,59.06,59.34
72,SUCCESS,2,2,5.71,55.62,61.34
81,SUCCESS,2,2,0.29,61.34,61.62
568,SUCCESS,2,0,16,45.79,61.79
86,SUCCESS,2,2,0.57,61.62,62.19
139,SUCCESS,3,3,4.29,57.91,62.2
212,SUCCESS,2,1,8,54.3,62.3
141,SUCCESS,3,3,0.29,62.2,62.49
229,SUCCESS,2,1,0.4,62.3,62.7
234,SUCCESS,2,1,0.8,62.7,63.5
39,SUCCESS,3,4,4.29,59.34,63.63
237,SUCCESS,2,1,0.4,63.5,63.9
41,SUCCESS,3,4,0.29,63.63,63.91
42,SUCCESS,3,4,0.57,63.91,64.49
87,SUCCESS,2,2,4.29,62.19,66.48
152,SUCCESS,3,3,5.71,62.49,68.2
153,SUCCESS,3,3,0.29,68.2,68.49
44,SUCCESS,3,4,5.71,64.49,70.2
53,SUCCESS,3,4,0.29,70.2,70.49
240,SUCCESS,2,1,8,63.9,71.9
88,SUCCESS,2,2,5.71,66.48,72.19
155,SUCCESS,3,3,4.29,68.49,72.77
599,SUCCESS,2,0,12,61.79,73.79
605,SUCCESS,2,0,0.8,73.79,74.59
55,SUCCESS,3,4,4.29,70.49,74.77
58,SUCCESS,3,4,0.57,74.77,75.34
722,SUCCESS,2,0,1.6,74.59,76.19
91,SUCCESS,2,2,4.28,72.19,76.48
902,SUCCESS,2,0,1.6,76.19,77.79
160,SUCCESS,3,3,5.71,72.77,78.49
161,SUCCESS,3,3,0.29,78.49,78.77
169,SUCCESS,3,3,0.29,78.77,79.06
